"Ürün Adı","Ürün Kodu","Fiyat","CAS Numarası","Marka"
"CHROMART ESBL","548020","39,53","","Sinanson Biolife"
"ACID PHOSPHATASE REAGENTS","192010","45,90","","Sinanson Biolife"
"MONO CONFIRM TEST","193000","127,50","","Sinanson Biolife"
"INOCULATION FLUID","524510","99,45","","Sinanson Biolife"
"FERMENTATION BROTH RHAMNOSE","521488R","94,35","","Sinanson Biolife"
"FERMENTATION BROTH XYLOSE","521488X","94,35","","Sinanson Biolife"
"MUCAP TEST","191500","118,58","","Sinanson Biolife"
"COAGULASE PLASMA EDTA","429938","31,88","","Sinanson Biolife"
"COAGULASE PLASMA EDTA","429937","30,86","","Sinanson Biolife"
"COAGULASE PLASMA EDTA","429936","31,88","","Sinanson Biolife"
"KOVACS' REAGENT","19171000","37,74","","Sinanson Biolife"
"KOVACS' REAGENT","19171001","126,23","","Sinanson Biolife"
"INDOLE SPOT REAGENT","19171003","38,25","","Sinanson Biolife"
"OXIDASE TEST STRIPS","191040ST","32,90","","Sinanson Biolife"
"STERILE BIBULA PAPER DISCS, DIAMETER 6 mm","185006","132,60","","Sinanson Biolife"
"MHSCT (biological indicator for monitoring moist heat sterilization process)","9100110","90,02","","Sinanson Biolife"
"DHSCT (biological indicator for monitoring dry heat sterilization process)","9100200","77,52","","Sinanson Biolife"
"CAM REAKTÖR - 200 Litre","ILD200L","50800","","Sinanson Biolife"
"MDS INSTRUMENT ACCESS KIT","MDS100EU","12.655","",Protek
"MDA2 CAMPYLOBACTER","MDA2CAM96","692","",Protek
"MDA2 CRONOBACTER","MDA2CRO96","692","",Protek
"MDA2 ECOLI 0157","MDA2EC096","580","",Protek
"MDA 2 LISTERIA","MDA2LIS96","550","",Protek
"MDA 2 L.MONO","MDA2LMO96","550","",Protek
"MDA2 SALMONELLA","MDA2SAL96","550","",Protek
"MDA2 STEC 96 TESTS/KIT","MDA2STX96","760","",Protek
"MDA2 STEC 48 TESTS/KIT","MDA2STXEAE48","760","",Protek
"MOLECULAR DETECTION MATRIX","MDMC96NA","423","",Protek
"MDA2 CAMPYLOBACTER ENRICH","CE250","257","",Protek
"Salmonella Supplement","SESUP001","98","",Protek
"DEMI FRAS BROTH BS 500G","BP0118500","84","",Protek
"FR BR SUPP 10ML","BP0220010","75","",Protek
"SAMPLE BAG 10x15 in","BP1015LP","786","",Protek
"SAMPLE BAG PL 5.5 x 9 in","BP113S","243","",Protek
"SAMPLE BAG PR 4.5 x 9 in","BP1155","243","",Protek
"DRY SPG W/GLV 18OZ 100/CS","BP237SPG","210","",Protek
"SAMPLE BAG PL 12 x 18 in 250/CS","BP41218","281","",Protek
"SAMPLE BAG PR 7 x 12 in 1000/CS","BP701","380","",Protek
"RKD STRL PIPTR TIPS 1ML","6486","70","",Protek
"RKD STRL PIPTR TIPS 5ML","6489","104","",Protek
"PETRIFILM AEROBIC CT PLT","6400","92","",Protek
"PETRIFILM RAPD COLIFRM CT PLT","6402","66","",Protek
"PETRIFILM E COLI/COLIFRM CT PLT","6404","82","",Protek
"PETRIFILM YST N MLD CT PLT","6407","126","",Protek
"PETRIFILM COLIFORM PLT","6410","58","",Protek
"PETRIFILM ENTEROBCT PLT","6420","63","",Protek
"PETRIFILM SEL E COLI PLT","6434","72","",Protek
"PETRIFILM RAPID EC CT PLT","6436","88","",Protek
"PETRIFILM ENV LISTR CT PLT","6447","220","",Protek
"PETRIFILM AQUA HETERO CT PLT","6450","83","",Protek
"PETRIFILM LAB CT PLT","6461","97","",Protek
"PETRIFILM RAPID YNM CT PLT","6475","130","",Protek
"PETRIFILM RAP AEROB CT PLT","6478","100","",Protek
"PETRIFILM STAPH EXPRS CT","6490","90","",Protek
"PETRIFILM STAPH EXPRS DISKS","6492","40","",Protek
"PETRIFILM SALX PLATE","6536","220","",Protek
"PETRIFILM SALX CONF DISK","6538","94","",Protek
"PETRIFILM AEROBIC CT PLT","6406","680","",Protek
"PETRIFILM RAPD COLIFRM CT PLT","6412","530","",Protek
"PETRIFILM E COLI/COLIFRM CT PLT","6414","575","",Protek
"PETRIFILM HI-SENSI COLIFRM CT PLT","6415","780","",Protek
"PETRIFILM COLIFORM PLT","6416","763","",Protek
"PETRIFILM YNM CT PLT","6417","705","",Protek
"PETRIFILM ENTROBCT PLT","6421","686","",Protek
"PETRIFILM SEL E COLI PLT","6435","660","",Protek
"PETRIFILM RAPID EC CT PLT","6437","738","",Protek
"PETRIFILM ENV LISTR CT PLT","6448","690","",Protek
"PETRIFILM AQUA HETERO CT PLT","6452","629","",Protek
"PETRIFILM LAB CT PLT","6462","784","",Protek
"PETRIFILM RAPD YNM CT PLT","6477","718","",Protek
"PETRIFILM RAP AEROB CT PLT","6479","690","",Protek
"PETRIFILM STAPH EXPRS CT PLT","6491","635","",Protek
"PETRIFILM STAPH EXPRS DSKS","6493","180","",Protek
"PETRIFILM SALX PLATE","6537","850","",Protek
"PETRIFILM FLAT SPREADER 2/CS","6425","22","",Protek
"PEPTONE WATER 90ML","FTPW9060","73","",Protek
"MINIFLTP 9ML","BPPFV9BPW","88","",Protek
"QEPCH 225ML BPW","QEBPW225","98","",Protek
"SWB SPLR 1ML LET","RS9601LET","104","",Protek
"SWB SPLR 5ML LET","RS9605LET","104","",Protek
"SWAB-SAMPLER BUFF","RS96010BPW","104","",Protek
"SWB SPLR 10ML LET","RS96010LET","104","",Protek
"SWB SPLR 10ML NB","RS96010NB","104","",Protek
"Env Scr Splr Stk Wide 100/CS","ESS10WSN","229","",Protek
"SPONGE-STICK","SSL100","220","",Protek
"SPONGE-STICK BUFFER","SSL10BPW","220","",Protek
"SPONGE-STICK 100/CS","SSL10DE","220","",Protek
"SPNGE-STICK W/LETH","SSL10LET","203","",Protek
"SPONGE STICK W/NB","SSL10NB","220","",Protek
"SRFC PROTEIN (ALLERGEN)","ALLTEC60","190","",Protek
"ALMOND RAPID LFD","L25ALM","333","",Protek
"CASHEW RAPID LFD","L25CHW","333","",Protek
"COCONUT RAPID LFD","L25COC","333","",Protek
"EGG WHITE RAPID LFD","L25EGG","333","",Protek
"FISH RAPID LFD","L25FSH","333","",Protek
"GLUTEN RAPID LFD","L25GLU","333","",Protek
"HAZELNUT RAPID LFD","L25HZL","333","",Protek
"MILK RAPID LFD","L25MLK","333","",Protek
"PEANUT RAPID LFD","L25PNT","333","",Protek
"PISTACHIO RAPID LFD","L25PST","333","",Protek
"SOΥ RAPID LFD","L25SOY","333","",Protek
"WALNUT RAPID LFD","L25WAL","333","",Protek
"SURFACE PROTEIN PLUS","PRO100","250","",Protek
"PROTEIN TEST","PRO50","150","",Protek
"CLEAN TRACE LUMI W/SOFTWARE","LM1","2.230","",Protek
"CLEAN-TRACE SURF ATP","UXL100","250","",Protek
"WATER-FREE TOTAL ATP TEST","AQF100","302","",Protek
"WATER - TOTAL ATP TEST","AQT200","277","",Protek
"WATER POS CONTRIL","HWATP10","83","",Protek
"CLEAN TRACE SURFACE POS CONTROL","ATP10","67","",Protek
"Microbial Luminescence System","MLSII","29.400","",Protek
"MLS Dairy Screen Kit","3000DPQCOG","2.250","",Protek
"MLS Injector Cleaning Kit","3005","93","",Protek
"MLS MICROWELL PLATE 50/CS","3007","480","",Protek
"MLS UHT BEVERAGE KIT 600 EA/CS","BEV600","506","",Protek
"MLS Weekly Cleaning Kit","BMLSCK","142","",Protek
"MM -15C/5F 48 HOURS","9860A","","",Protek
"MM 5C/41F 48 HOURS","9860B","1.415","",Protek
"MM 10C/50F 48 HOURS","9860C","","",Protek
"MM TTI 10C/50F 1 WK","9860D","1.400","",Protek
"MM 26C/79F 48 HOURS","9860E","","",Protek
"MM DUAL TTI 10C/50F 2 WKS","9861A","2.786","",Protek
"ALKALİNİTE (1damla=50ppm)","100000","6,50 €","","norateks"
"AMONYUM (0,1 – 0,5 – 1 – 2,5 – 5 – 10)","100010","6,50 €","","norateks"
"ARSENİK (0,1 – 0,5 – 1 – 1,5 – 3)","100020","12,82 €","","norateks"
"ASİDİTE (1damla=50ppm)","100030","6,50 €","","norateks"
"BAKIR (1 – 2 – 3 – 5)","100040","7,81 €","","norateks"
"DEMİR (0,3 – 0,5 – 1 – 2,5 – 5 )","100050","7,81 €","","norateks"
"FOSFAT (1 – 2 – 5 – 10 – 25 )","100060","7,81 €","","norateks"
"KALSİYUM (1damla=4ppm)","100090","6,50 €","","norateks"
"KLOR-PH (Kolormetrik)","100100","6,50 €","","norateks"
"KLORÜR (1damla=30ppm)","100110","6,50 €","","norateks"
"KROMAT (0,5 – 1 – 1,5 – 2 )","100120","9,24 €","","norateks"
"MAGNEZYUM (Titrimetrik)","100130","9,24 €","","norateks"
"MANGAN (Ca ve Mg olmayan sularda) (1ml=5ppm)","100140","15,62 €","","norateks"
"NİTRAT (5 – 10 – 20 – 30 - 50 )","100160","14,25 €","","norateks"
"NİTRİT (0,05 – 0,1 – 0,25 – 0,5 – 1 )","100170","6,50 €","","norateks"
"OKSİJEN (1damla=0,8ppm)","100180","7,81 €","","norateks"
"PH (HAVUZ İÇİN) (6,8–7–7,2–7,4–7,6–7,8–8,2)","100190","5,72 €","","norateks"
"SERBEST KLOR (Aktif Klor) (o-Tolidin Metod) (0,1 - 0,3 - 0,5 - 1,0 - 3,0 - 5,0)","100200","5,72 €","","norateks"
"SERBEST KLOR (Aktif Klor) (DPD Metod) (0,1 - 0,3 - 0,6 - 1,0 - 1,5 - 2,0 - 3,0)","100201","7,15 €","","norateks"
"TOPLAM KLOR (DPD Metod) (0,1 - 0,3 - 0,6 - 1,0 - 1,5 - 2,0 - 3,0)","100202","10,67 €","","norateks"
"SİLİS KİTİ (1damla=3ppm)","100205","10,67 €","","norateks"
"SİYANÜR (0,3 – 0,5 – 1 – 2 – 5 )","100210","18,48 €","","norateks"
"SÜLFAT (1damla=50ppm)","100220","6,50 €","","norateks"
"SÜLFİT (1damla=2,5ppm)","100230","6,50 €","","norateks"
"SÜLFÜR (Kalitatif)","100240","7,81 €","","norateks"
"TOPLAM SERTLİK (1damla=1 Alman)","100250","6,50 €","","norateks"
"TOPLAM SERTLİK (1damla=1 Fransız)","100260","6,50 €","","norateks"
"TOPLAM SERTLİK (1damla=2,5 Alman)","100270","6,50 €","","norateks"
"TOPLAM SERTLİK (1damla=5 Alman)","100280","7,15 €","","norateks"
"SERYUM (4) SÜLFAT 0.1N LT","100209","120,00 €","","norateks"
"PERKLORİK ASİT (Asetik Asit) 0.1N LT","100345","35,64 €","","norateks"
"1-NAFTOL %5 100ml","100500","4,95 €","","norateks"
"1-NAFTİLAMİN 100ml","100510","4,95 €","","norateks"
"ALİZARİN RED 50ml","100515","4,95 €","","norateks"
"ALİZARİN YELLOW 50ml","100517","4,95 €","","norateks"
"AMONYAK ÇÖZELTİSİ 0.1N LT","100520","4,29 €","","norateks"
"AMONYAK ÇÖZELTİSİ 1N LT","100530","5,39 €","","norateks"
"AMONYAK ÇÖZELTİSİ %9.7 50ml","100540","3,14 €","","norateks"
"AMONYAK ÇÖZELTİSİ 10% LT","100542","6,38 €","","norateks"
"AMONYUM DEMİR(II) SÜLFAT 0.1N LT","100550","8,58 €","","norateks"
"AMONYUM DEMİR(III) SÜLFAT 0.1N LT","100560","8,58 €","","norateks"
"AMONYUM DEMİR(III) SÜLFAT 40% LT","100564","54,12 €","","norateks"
"AMONYUM DİHİDROJEN FOSFAT (DOYMUŞ) LT","100570","5,72 €","","norateks"
"AMONYUM KLORÜR ÇÖZELTİSİ %10 LT","100580","9,24 €","","norateks"
"AMONYUM KLORÜR ÇÖZELTİSİ %25 LT","100590","17,05 €","","norateks"
"AMONYUM OKSALAT ÇÖZELTİSİ %3 LT","100600","7,81 €","","norateks"
"AMONYUM RODANÜR (TİYOSİYANAT) 0.1N LT","100610","7,15 €","","norateks"
"AMONYUM RODANÜR (TİYOSİYANAT) 1N LT","100620","28,49 €","","norateks"
"ARB BOYAMA SETİ ( METİLEN BLUE,FUKSİN,ASİT ALKOL ) 500ml","100625","25,63 €","","norateks"
"ASETİK ASİT ÇÖZELTİSİ 0.1N (0.1M) LT","100630","4,95 €","","norateks"
"ASETİK ASİT ÇÖZELTİSİ 1N ( 1M ) LT","100640","5,39 €","","norateks"
"ASETİK ASİT ÇÖZELTİSİ 5N ( 5M ) LT","100650","8,58 €","","norateks"
"ASETİK ASİT ÇÖZELTİSİ %1 LT","100660","4,51 €","","norateks"
"ASETİK ASİT ÇÖZELTİSİ %3 LT","100670","4,95 €","","norateks"
"ASETİK ASİT ÇÖZELTİSİ 10% LT","100681","7,15 €","","norateks"
"ASETON ALKOL 100ml","100690","4,51 €","","norateks"
"ASETİK ORSEİN (ACETO ORCEİN) 100ml","100695","40,00 €","","norateks"
"ASETOCARMİN 100ml","100697","17,50 €","","norateks"
"ASİT ALKOL 100ml","100700","3,14 €","","norateks"
"ASİT ALKOL 500ml","100700","7,81 €","","norateks"
"BAKIR (II) KLORÜR ÇÖZELTİSİ %1 LT","101010","5,72 €","","norateks"
"BAKIR (II) KLORÜR ÇÖZELTİSİ %2 LT","101020","5,94 €","","norateks"
"BAKIR (II) KLORÜR ÇÖZELTİSİ %10 LT","101030","14,25 €","","norateks"
"BAKIR (II) SÜLFAT ÇÖZELTİSİ 0.005M LT","101040","4,95 €","","norateks"
"BAKIR (II) SÜLFAT ÇÖZELTİSİ 0.05M LT","101042","5,72 €","","norateks"
"BAKIR (II) SÜLFAT ÇÖZELTİSİ 0.25M LT","101049","10,01 €","","norateks"
"BARYUM KLORÜR ÇÖZELTİSİ 0.1N LT","101050","4,95 €","","norateks"
"BARYUM KLORÜR ÇÖZELTİSİ 0.5M LT","101054","5,72 €","","norateks"
"BARYUM KLORÜR ÇÖZELTİSİ %10 LT","101090","12,82 €","","norateks"
"BARYUM KLORÜR ÇÖZELTİSİ 20% LT","101090","13,00 €","","norateks"
"BENEDİKT REAKTİFİ 100ml","101110","4,29 €","","norateks"
"BENEDİKT REAKTİFİ LT","101110","25,63 €","","norateks"
"BİÜRET 100ml","101130","3,52 €","","norateks"
"BİÜRET 500ml","101130","10,01 €","","norateks"
"BORİK ASİT ÇÖZELTİSİ %3 LT","101145","4,29 €","","norateks"
"BOSS BOYASI 100ml","101150","5,72 €","","norateks"
"BORİK ASİT ÇÖZELTİSİ %4 LT","101154","4,29 €","","norateks"
"BORİK ASİT ÇÖZELTİSİ (TOPLAYICI ASİT) %4 (İNDİKATÖRLÜ) LT","101155","5,72 €","","norateks"
"BROMOCRESOL GREEN İND. SOLÜSYONU 50ml","101180","3,14 €","","norateks"
"BROMOCRESOL GREEN İND. SOLÜSYONU 100ml","101180","32,40 €","","norateks"
"BROMOCRESOL PURPLE İND. SOLÜSYONU 50ml","101187","3,14 €","","norateks"
"BROMOCRESOL PURPLE İND. SOLÜSYONU 100ml","101187","4,29 €","","norateks"
"BROMOCRESOL PURPLE İND. SOLÜSYONU LT","101187","21,00 €","","norateks"
"BROMOFENOL BLUE İND. SOLÜSYONU 50ml","101190","3,14 €","","norateks"
"BROMOFENOL BLUE İND. SOLÜSYONU 100ml","101190","4,29 €","","norateks"
"BROMOFENOL BLUE İND. SOLÜSYONU LT","101190","25,63 €","","norateks"
"BROMOTİMOL BLUE İND.SOLÜSYONU 50ml","101200","3,14 €","","norateks"
"BROMOTİMOL BLUE İND.SOLÜSYONU 100ml","101200","4,29 €","","norateks"
"BROMOTİMOL BLUE İND.SOLÜSYONU LT","101200","25,63 €","","norateks"
"CALCONCARBOXYLİC ACİD İND.SOLÜSYONU 50ml","102030","7,81 €","","norateks"
"CAM TEMİZLEME SOLÜSYONU LT","102040","7,15 €","","norateks"
"CAPSTORGE LT","102045","10,01 €","","norateks"
"CARREZ I SOLÜSYONU 500ml","102050","13,00 €","","norateks"
"CARREZ II SOLÜSYONU 500ml","102060","11,00 €","","norateks"
"CHROMAZURAL S İNDİKATÖRÜ 50ml","102070","8,58 €","","norateks"
"CİVA(II) KLORÜR %4 LT","102075","61,27 €","","norateks"
"CİVA(II) KLORÜR %5 LT","102076","68,37 €","","norateks"
"CONGO RED İND. SOLÜSYONU (KONGO RED) 100ml","102080","5,72 €","","norateks"
"CONGO RED İND. SOLÜSYONU (KONGO RED) 100ml","102080","7,15 €","","norateks"
"CRYSTAL VİOLET Bak. KRİSTAL VİOLET LT","102094","4,95 €","","norateks"
"ÇİNKO SÜLFAT 0.1N LT","102098","4,95 €","","norateks"
"ÇİNKO SÜLFAT 0.25N LT","102115","7,37 €","","norateks"
"DECOLORİZER 100ml","102610","3,14 €","","norateks"
"DEMİR(III) KLORÜR 0.2M LT","103011","5,72 €","","norateks"
"DEMİR(III) KLORÜR 0.25M LT","103020","5,72 €","","norateks"
"DEMİR(III) KLORÜR 1N LT","103030","8,58 €","","norateks"
"DEMİR(III) KLORÜR %10 LT","103040","10,01 €","","norateks"
"DEMİR(II) SÜLFAT 0.1N LT","103050","5,72 €","","norateks"
"DİMETİL SARISI (DIMETHYL YELLOW) 50ml","103060","3,52 €","","norateks"
"DİMETİLGLİOKSİM 50ml","103070","3,96 €","","norateks"
"DİFENİLAMİN ( DİPHENYLAMİNE ) 50ml","103080","5,39 €","","norateks"
"DİPHENYLAMİNE-4-SULFONİC ACİDE BARYUM TUZU 100ml","103100","8,75 €","","norateks"
"EOSİN YELLOW (EOSİN-EOSİN Y-EOSİN G) 100ml","104010","3,52 €","","norateks"
"EOSİN YELLOW (EOSİN-EOSİN Y-EOSİN G) LT","104010","17,05 €","","norateks"
"EHRLİCH (URİBİLİNOJEN) 100ml","104025","3,52 €","","norateks"
"EHRLİCH (URİBİLİNOJEN) LT","104025","17,05 €","","norateks"
"ERİOCHROME BLACK (SCHWARTZ) T SOL. (MORDAN BLACK 11) 100ml","104030","7,81 €","","norateks"
"ERİOCHROME BLACK (SCHWARTZ) T POWDER 100gr","104040","7,81 €","","norateks"
"ERİTROSİT SOLÜSYONU 100ml","104050","3,52 €","","norateks"
"ERİTROSİT SOLÜSYONU LT","104050","5,72 €","","norateks"
"ETER-ALKOL (1:1) LT","104100","19,00 €","","norateks"
"EZN BOYAMA SETİ ( METİLEN BLUE,FUKSİN,ASİT ALKOL ) 500ml","104101","25,63 €","","norateks"
"FEHLİNG A (TIBBİ) 250ml","105010","3,52 €","","norateks"
"FEHLİNG A (TIBBİ) LT","105010","6,38 €","","norateks"
"FEHLİNG B (TIBBİ) 250ml","105020","4,95 €","","norateks"
"FEHLİNG B (TIBBİ) LT","105020","17,05 €","","norateks"
"FEHLİNG A-1 (İNVERT ŞEKER ) (GIDA) 250ml","105050","3,52 €","","norateks"
"FEHLİNG A-1 (İNVERT ŞEKER ) (GIDA) LT","105050","9,24 €","","norateks"
"FEHLİNG B-1 (İNVERT ŞEKER) (GIDA) 250ml","105070","5,72 €","","norateks"
"FENOL RED İND. SOLÜSYONU 50ml","105100","3,52 €","","norateks"
"FENOL RED İND. SOLÜSYONU 100ml","105100","5,72 €","","norateks"
"FENOL RED İND. SOLÜSYONU 50ml","105100","21,34 €","","norateks"
"FENOL RED İND. SOLÜSYONU LT","105100","25,63 €","","norateks"
"FENOLFTALEİN İND. SOLÜSYONU %1 50ml","105120","2,86 €","","norateks"
"FENOLFTALEİN İND. SOLÜSYONU %1 100ml","105120","3,52 €","","norateks"
"FENOLFTALEİN İND. SOLÜSYONU %1 LT","105120","14,00 €","","norateks"
"FENOLFTALEİN İND. SOLÜSYONU %2 LT","105140","16,00 €","","norateks"
"FERROİN İND. SOLÜSYONU 50ml","105150","14,25 €","","norateks"
"FLOURESCEİN İND. SOLÜSYONU 100ml","105160","4,95 €","","norateks"
"FORMALDEHİT %10 LT","105165","4,29 €","","norateks"
"FOSFORİK ASİT ÇÖZELTİSİ 0.1N LT","105170","5,72 €","","norateks"
"FOUCHET'S REAKTİFİ (BİLİRUBİN İÇİN) 250ml","105175","10,01 €","","norateks"
"FUKSİN SOLÜSYONU (ALKOLDE) 100ml","105180","4,29 €","","norateks"
"GİEMSA BOYASI 100ml","106010","5,72 €","","norateks"
"GÜMÜŞ NİTRAT 0.01N LT","106020","8,58 €","","norateks"
"GÜMÜŞ NİTRAT 0.1N 500ml","106030","17,05 €","","norateks"
"GÜMÜŞ NİTRAT 0.1N LT","106030","32,78 €","","norateks"
"GÜMÜŞ SÜLFAT (SÜLFÜRİK ASİT) ÇÖZELTİSİ KG","106080","35,00 €","","norateks"
"GRAM BOYAMA SETİ (KRİSTAL VİOLET,SULU FUKSİN,LUGOL,DECOLORİZER,SAFRANİN) 100ml","106092","15,62 €","","norateks"
"GREİS HOFFRAY (NİTRİT İÇİN) 100ml","106100","7,81 €","","norateks"
"HAŞIL BELİRTECİ LT","107010","7,15 €","","norateks"
"HAYEM SOLÜSYONU (ERİTROSİT TAYİNİ İÇİN) 100ml","107020","3,52 €","","norateks"
"HAYEM SOLÜSYONU (ERİTROSİT TAYİNİ İÇİN) 500ml","107020","8,58 €","","norateks"
"HEMOGLOBİN SOLÜSYONU 100ml","107040","3,14 €","","norateks"
"HİDROJEN PEROKSİT %3 (KATALAZ AYIRACI) LT","107061","4,29 €","","norateks"
"HİDROJEN PEROKSİT %3 LT","107061","4,95 €","","norateks"
"HİDROKLORİK ASİT 0.01N LT","107070","4,73 €","","norateks"
"HİDROKLORİK ASİT 0.1N 10 LT","107080","28,49 €","","norateks"
"HİDROKLORİK ASİT 0.1N LT","107080","4,73 €","","norateks"
"HİDROKLORİK ASİT 0.2N LT","107100","4,95 €","","norateks"
"HİDROKLORİK ASİT 0.5N LT","107110","5,72 €","","norateks"
"HİDROKLORİK ASİT 1N LT","107120","5,72 €","","norateks"
"HİDROKLORİK ASİT 4N LT","107123","10,01 €","","norateks"
"HİDROKLORİK ASİT 6N LT","107125","11,66 €","","norateks"
"HİDROKLORİK ASİT %1 LT","107130","4,29 €","","norateks"
"HİDROKLORİK ASİT %10 LT","107140","9,68 €","","norateks"
"HİDROKLORİK ASİT %15 LT","107141","11,11 €","","norateks"
"HİDROKLORİK ASİT %25 LT","107150","17,05 €","","norateks"
"HİDROKLORİK ASİT %30 LT","107160","18,54 €","","norateks"
"HİDROKSİLAMİN HİDROKLORÜR %10 LT","107165","75,46 €","","norateks"
"HYAMİNE ÇÖZELTİSİ 0.004M 100ml","107170","10,01 €","","norateks"
"HYAMİNE ÇÖZELTİSİ 0.005M LT","107180","10,67 €","","norateks"
"İLETKENLİK KALİBRASYON ÇÖZELTİSİ LT","108010","6,38 €","","norateks"
"İNDİKATÖR B SOLÜSYONU LT","108020","17,05 €","","norateks"
"İNDİGO CARMİN 100ml","108025","3,96 €","","norateks"
"İYOT ÇÖZELTİSİ 0.01N LT","108030","6,50 €","","norateks"
"İYOT ÇÖZELTİSİ N/64 LT","108035","6,50 €","","norateks"
"İYOT ÇÖZELTİSİ 0.02N (0.01M) LT","108039","6,50 €","","norateks"
"İYOT ÇÖZELTİSİ 0.05N LT","108040","10,01 €","","norateks"
"İYOT ÇÖZELTİSİ 0.1N (0.05M) LT","108050","12,82 €","","norateks"
"İYOT MONOBROMÜR ÇÖZELTİSİ (HANUS) LT","108055","25,63 €","","norateks"
"JANSİYEN VİOLET SOLÜSYONU 100ml","109010","11,44 €","","norateks"
"JANSİYEN VİOLET SOLÜSYONU LT","109010","49,83 €","","norateks"
"KALAY KLORÜR İND. SOLÜSYONU 50ml","110010","5,72 €","","norateks"
"KALSİYUM ASETAT ÇÖZELTİSİ 0.25N LT","110020","12,82 €","","norateks"
"KALSİYUM ASETAT ÇÖZELTİSİ 0.1N LT","110030","5,72 €","","norateks"
"KALSİYUM KLORÜR 0.25M LT","110031","8,58 €","","norateks"
"KARBOL FUKSİN 100ml","110040","4,29 €","","norateks"
"KARBOL FUKSİN 250ml","110040","10,01 €","","norateks"
"KARBOL FUKSİN 500ml","110040","17,05 €","","norateks"
"KARBOL FUKSİN LT","110040","31,35 €","","norateks"
"KOVAC'S İNDOL 100ml","110060","5,72 €","","norateks"
"KOWARSKY İND. SOLÜSYONU 100ml","110070","5,72 €","","norateks"
"KRİSTAL VİOLET 100ml","110080","4,29 €","","norateks"
"KRİSTAL VİOLET 500ml","110080","11,44 €","","norateks"
"KRİSTAL VİOLET LT","110080","17,05 €","","norateks"
"KROMİK ASİT ÇÖZELTİSİ %5 LT","110100","4,95 €","","norateks"
"KURŞUN ASETAT %20 LT","110105","58,41 €","","norateks"
"LAKTOFENOL PAMUK MAVİSİ (LACTOFENOL COTTON BLUE) 100ml","111001","13,53 €","","norateks"
"LÖKOSİT SOLÜSYONU 100ml","111010","3,14 €","","norateks"
"LÖKOSİT SOLÜSYONU LT","111010","5,72 €","","norateks"
"LUFF ÇÖZELTİSİ LT","111030","14,25 €","","norateks"
"LUGOL 100ml","111040","3,52 €","","norateks"
"LUGOL LT","111040","19,91 €","","norateks"
"MALAŞİT YEŞİLİ (MALACHİTE GREEN) 100ml","111070","4,29 €","","norateks"
"MANNİTOL (BORİK ASİT TAYİNİ İÇİN) LT","112000","24,20 €","","norateks"
"MAGNEZYUM SÜLFAT 0.01M LT","112010","4,51 €","","norateks"
"MAGNEZYUM SÜLFAT %10 LT","112020","8,58 €","","norateks"
"MANGAN SÜLFAT 1M LT","112030","42,68 €","","norateks"
"MAY GRUNWALD 100ml","112040","3,52 €","","norateks"
"MAY GRUNWALD 500ml","112040","11,44 €","","norateks"
"METACRESOL PURPLE PH:(1.2-2.8) VE (7.4-9) 50ml","111060","5,72 €","","norateks"
"METİLEN BLUE (ALKOLDEKİ DOYMUŞ ÇÖZ.) 100ml","112050","3,96 €","","norateks"
"METİLEN BLUE (ALKOLDEKİ DOYMUŞ ÇÖZ.) 250ml","112050","7,15 €","","norateks"
"METİLEN BLUE (ALKOLDEKİ DOYMUŞ ÇÖZ.) 500ml","112050","11,44 €","","norateks"
"METİLEN BLUE (ALKOLDEKİ DOYMUŞ ÇÖZ.) LT","112050","19,91 €","","norateks"
"METİLEN BLUE (SUDAKİ ÇÖZELTİ) 100ml","112070","3,96 €","","norateks"
"METİLEN BLUE (SUDAKİ ÇÖZELTİ) LT","112070","14,25 €","","norateks"
"METİLEN BLUE (ANYONAKTİF ) 100ml","112090","4,29 €","","norateks"
"METİLEN BLUE (ANYONAKTİF ) LT","112090","15,62 €","","norateks"
"METİL ORANJ İND. SOLÜSYONU 50ml","112110","2,86 €","","norateks"
"METİL ORANJ İND. SOLÜSYONU 100ml","112110","3,52 €","","norateks"
"METİL ORANJ İND. SOLÜSYONU LT","112110","11,44 €","","norateks"
"METİL RED İND. SOLÜSYONU 50ml","112130","3,52 €","","norateks"
"METİL RED İND. SOLÜSYONU 100ml","112130","4,73 €","","norateks"
"METİL RED İND. SOLÜSYONU LT","112130","24,20 €","","norateks"
"MİX ASİT İNDİKATÖRÜ 100ml","112135","10,01 €","","norateks"
"MOLİBDAT AYIRACI LT","112140","86,50 €","","norateks"
"MORTİMER (BROMOCRESOL GREEN-METİL RED) (MİSCH İNDİKATOR 4.5) 100ml","112144","6,38 €","","norateks"
"MUREXİD MİX İNDİKATÖR 25gr","112150","4,95 €","","norateks"
"NESSLER REAKTİFİ 100ml","113010","10,01 €","","norateks"
"NESSLER REAKTİFİ 500ml","113010","42,68 €","","norateks"
"NİKEL SOLÜSYONU ( %9.7'LİK AMONYAK , DİMETİLGLİOKSİM ) ADET","113015","6,38 €","","norateks"
"NİKEL SÜLFAT 0.05M LT","113017","6,38 €","","norateks"
"NİKEL SÜLFAT 0.5M LT","113018","14,25 €","","norateks"
"NİŞASTA (STARCH-AMİDON) ÇÖZELTİSİ %1 100ml","113020","3,52 €","","norateks"
"NİŞASTA (STARCH-AMİDON) ÇÖZELTİSİ %1 LT","113020","7,81 €","","norateks"
"NİTRİK ASİT 0.1N LT","113040","4,73 €","","norateks"
